message_length,word_count,digit_count,uppercase_count,special_char_count,exclamation_count,question_count,url_count,currency_count,spam
92,21,0,2,1,0,0,0,0,0
36,6,0,3,2,0,0,0,0,0
54,10,0,1,3,0,1,0,0,0
78,16,0,0,3,1,0,0,0,0
30,7,0,2,3,0,0,0,0,0
40,9,0,1,4,0,0,0,0,0
29,7,0,2,1,0,1,0,0,0
22,4,0,2,2,0,0,0,0,0
77,13,0,1,0,0,0,0,0,0
109,23,0,2,6,1,2,0,0,0
75,15,0,1,7,0,0,0,0,0
76,17,0,2,2,0,0,0,0,0
30,7,0,1,0,0,0,0,0,0
49,10,2,2,6,0,0,0,0,0
155,24,1,13,6,0,0,1,0,1
160,26,16,11,6,1,1,0,0,1
316,57,2,9,23,0,0,0,0,0
195,40,0,1,0,0,0,0,0,0
37,5,16,1,1,0,0,0,0,1
125,24,0,2,3,0,0,0,0,0
48,11,0,2,2,0,0,0,0,0
39,9,0,1,1,0,0,0,0,0
7,1,0,5,2,1,0,0,0,1
121,24,4,6,9,0,1,0,0,0
147,24,22,7,4,0,0,0,2,1
162,28,0,18,4,0,0,0,0,0
29,7,0,2,1,0,1,0,0,0
38,7,0,3,4,0,0,0,0,0
25,5,0,1,1,0,0,0,0,0
40,8,0,1,0,0,0,0,0,0
226,42,0,1,10,0,1,0,0,0
70,13,0,2,5,2,0,0,0,0
140,35,1,3,13,0,0,0,0,0
47,9,1,1,1,0,0,0,0,0
63,12,0,3,2,0,0,0,0,0
17,5,0,1,1,0,0,0,0,0
101,13,4,11,4,0,0,0,0,1
41,8,0,2,3,1,0,0,0,0
80,19,0,3,2,0,0,0,0,0
137,26,0,1,4,0,0,0,0,0
103,17,0,2,3,0,0,0,0,0
29,7,0,1,0,0,0,0,0,0
51,9,0,2,2,0,0,0,0,0
149,25,15,39,10,2,0,0,1,1
25,6,0,1,1,1,0,0,0,0
149,31,0,4,7,0,0,0,0,0
38,9,0,2,2,0,0,0,0,0
62,12,0,2,4,0,0,0,0,0
181,40,2,1,9,0,0,0,0,0
34,8,0,2,2,0,0,0,0,0
47,9,0,2,2,0,0,0,0,0
40,9,3,2,2,0,0,0,0,0
110,23,0,4,5,1,0,0,0,0
132,25,19,12,2,0,0,0,1,1
101,21,0,2,2,0,1,0,0,0
42,9,0,2,1,0,0,0,0,0
102,18,2,1,3,0,1,0,0,1
65,9,0,8,1,0,0,0,0,1
27,5,0,1,0,0,0,0,0,0
31,7,0,1,0,0,0,0,0,0
81,15,0,1,6,1,1,0,0,0
23,5,0,1,1,0,1,0,0,0
59,14,0,1,2,0,0,0,0,0
133,17,0,7,5,2,0,0,0,0
33,6,0,1,0,0,0,0,0,0
95,18,0,2,4,0,0,0,0,0
96,16,16,7,6,0,0,0,1,1
135,28,0,6,6,1,1,0,0,0
161,15,33,19,7,1,0,0,2,1
151,32,0,4,12,0,0,0,0,0
73,14,0,12,4,0,0,0,0,0
151,23,25,27,7,1,0,0,2,1
103,20,1,2,10,0,0,0,0,0
22,4,0,2,2,0,0,0,0,0
51,11,0,2,1,0,0,0,0,0
137,24,0,5,6,1,0,0,0,0
58,10,0,1,1,1,0,0,0,0
88,18,1,5,5,2,1,0,0,0
81,18,0,0,1,0,0,0,0,0
57,11,0,2,6,0,0,0,0,0
26,3,0,1,2,0,0,0,0,0
32,6,0,1,1,0,0,0,0,0
145,29,0,1,2,0,0,0,0,0
118,27,0,3,2,1,0,0,0,0
143,27,0,5,3,0,0,0,0,0
23,5,0,1,0,0,0,0,0,0
136,26,9,11,12,0,1,0,0,0
94,22,2,5,11,0,1,0,0,0
8,1,0,1,1,0,1,0,0,0
99,15,11,18,2,1,0,0,0,1
65,12,1,2,1,0,0,0,0,0
71,14,0,1,3,0,0,0,0,0
117,24,0,4,3,0,0,0,0,0
129,23,3,12,5,0,1,0,0,1
158,26,30,17,7,0,0,0,1,1
28,7,0,1,0,0,0,0,0,0
150,29,0,4,4,0,0,0,0,0
31,8,1,1,3,0,0,0,0,0
72,12,0,49,12,9,2,0,0,0
70,14,0,5,3,2,0,0,0,0
94,16,0,2,6,0,1,0,0,0
48,8,0,0,2,0,0,0,0,0
160,27,13,22,8,0,0,0,0,1
94,17,0,3,0,0,0,0,0,0
31,9,1,1,1,0,0,0,0,0
39,7,0,1,5,0,0,0,0,0
154,26,18,25,11,4,0,0,2,1
71,15,0,7,7,0,0,0,0,0
162,29,19,18,7,1,0,1,0,1
143,27,29,12,6,0,0,0,2,1
25,6,1,2,2,0,0,0,0,0
22,6,1,1,0,0,0,0,0,0
48,10,0,0,2,0,0,0,0,0
33,6,0,2,2,0,0,0,0,0
44,11,0,1,0,0,0,0,0,0
47,11,0,3,4,0,0,0,0,0
26,3,0,1,10,0,0,0,0,0
112,21,0,3,4,0,0,0,0,0
150,23,19,14,5,0,0,1,2,1
19,5,0,1,1,0,0,0,0,0
133,23,6,12,5,0,0,0,0,1
48,9,0,3,6,0,2,0,0,0
107,23,0,2,4,0,0,0,0,0
38,7,0,1,0,0,0,0,0,0
27,5,0,1,0,0,0,0,0,0
125,23,2,94,7,2,2,0,0,0
131,24,0,5,9,1,3,0,0,0
23,6,0,1,0,0,0,0,0,0
156,20,18,24,10,0,0,1,0,1
161,31,20,7,5,0,0,0,0,1
25,5,0,2,1,1,0,0,0,0
42,9,0,2,10,0,0,0,0,0
27,4,0,1,2,0,0,0,0,0
22,5,0,2,2,0,1,0,0,0
98,17,0,2,6,0,0,0,0,0
89,14,0,5,3,0,0,0,0,0
147,27,25,24,6,0,0,0,0,1
130,29,2,6,2,1,0,0,0,0
152,24,5,13,13,0,0,1,0,1
215,43,0,7,8,2,0,0,0,0
26,4,0,1,2,0,0,0,0,0
66,10,0,4,14,0,0,0,0,0
149,28,17,9,0,0,0,0,0,1
372,76,0,6,13,0,0,0,1,0
155,28,14,15,0,0,0,0,0,1
162,28,25,18,9,1,0,0,2,1
82,20,2,2,1,0,0,0,0,0
73,14,0,1,3,0,0,0,0,0
76,12,0,2,3,0,0,0,0,0
152,26,27,18,6,1,0,0,0,1
24,4,0,1,4,0,1,0,0,0
231,41,0,4,10,0,0,0,0,0
87,18,0,4,3,0,0,0,0,0
72,13,0,1,8,0,0,0,0,0
105,21,0,2,4,0,0,0,0,0
160,28,24,16,12,4,0,0,2,1
54,11,1,2,2,0,2,0,0,0
58,12,0,2,5,1,0,0,0,0
54,12,0,1,1,0,0,0,0,0
114,21,1,90,3,2,0,0,0,0
88,18,0,2,5,0,0,0,0,0
144,28,5,6,4,2,0,0,0,1
29,7,0,1,1,0,1,0,0,0
136,26,0,12,7,0,0,0,0,0
23,5,0,1,1,0,1,0,0,0
39,8,0,1,0,0,0,0,0,0
35,8,0,2,2,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0
95,20,0,4,4,0,1,0,0,0
73,18,0,1,1,0,0,0,0,0
45,8,0,1,0,0,0,0,0,0
161,24,15,21,5,0,0,1,1,1
159,30,0,4,2,0,0,0,0,0
149,22,34,23,9,1,0,0,0,1
134,28,0,5,4,0,1,0,0,1
154,32,14,5,4,1,2,0,0,1
92,19,0,1,2,1,0,0,0,0
102,13,0,1,8,0,0,0,0,0
31,8,0,2,1,0,0,0,0,0
77,17,0,3,3,0,0,0,0,0
139,21,0,34,19,6,0,0,0,0
158,28,28,27,9,0,0,0,2,1
44,9,0,2,1,0,1,0,0,0
137,26,8,15,6,1,1,0,1,1
132,24,12,5,3,0,0,0,0,1
143,24,14,7,5,0,0,0,0,1
127,20,0,3,9,0,0,1,0,1
276,57,1,11,9,0,0,0,0,0
78,16,0,3,5,0,1,0,0,0
27,6,0,1,0,0,0,0,0,0
79,16,0,2,1,0,0,0,0,0
24,3,0,1,1,0,0,0,0,0
52,14,0,2,2,0,0,0,0,0
68,15,0,4,5,0,1,0,0,0
24,3,0,1,0,0,0,0,0,0
44,8,0,1,1,0,0,0,0,0
24,5,0,1,1,0,1,0,0,0
55,11,0,2,4,1,1,0,0,0
62,9,0,7,7,0,0,0,0,0
104,25,1,2,5,0,0,0,0,0
87,15,0,1,7,0,0,0,0,0
148,26,0,4,8,0,0,0,0,0
49,10,0,2,1,0,0,0,0,0
154,32,0,3,7,0,0,0,0,0
56,10,0,2,4,0,1,0,0,0
158,29,18,18,8,0,0,0,0,1
126,22,0,2,2,0,0,0,0,0
43,9,0,2,2,0,0,0,0,0
77,18,0,3,2,0,1,0,0,0
48,9,0,1,4,0,0,0,0,0
84,14,0,1,2,0,0,0,0,0
49,9,0,1,2,0,0,0,0,0
162,26,5,20,6,3,0,0,0,1
79,16,0,2,2,0,0,0,0,0
31,6,0,26,0,0,0,0,0,0
155,24,28,7,11,2,0,0,0,1
146,35,0,5,4,1,1,0,0,0
23,6,0,1,1,0,0,0,0,0
160,33,0,8,11,0,0,0,0,0
62,12,0,2,2,0,0,0,0,0
39,9,0,1,2,0,0,0,0,0
67,15,0,1,0,0,0,0,0,0
73,13,0,2,1,0,0,0,0,0
148,26,0,14,11,2,0,0,0,0
87,17,0,2,2,0,2,0,0,0
37,9,0,1,1,0,0,0,0,0
23,6,0,1,0,0,0,0,0,0
56,12,0,2,2,0,0,0,0,0
53,10,0,3,2,0,0,0,0,0
73,12,0,1,5,0,0,0,0,0
80,11,0,1,4,0,0,0,0,0
44,7,0,1,8,0,0,0,0,0
92,21,1,12,5,0,0,0,0,0
35,7,0,1,4,0,0,0,0,0
23,6,0,1,1,0,1,0,0,0
140,26,17,1,7,5,0,0,1,1
106,20,1,1,8,0,0,0,0,0
103,21,0,2,1,0,0,0,0,0
34,7,0,1,0,0,0,0,0,0
77,16,0,3,2,0,1,0,0,0
159,23,24,19,6,0,0,0,1,1
26,5,0,1,3,0,0,0,0,0
47,8,0,1,4,0,0,0,0,0
24,4,0,1,4,0,1,0,0,0
149,23,28,18,7,1,0,0,1,1
133,26,0,6,4,0,0,0,0,0
126,25,0,4,6,1,0,0,0,0
78,14,0,2,2,0,0,0,0,0
132,24,3,13,5,1,1,0,0,1
116,24,0,2,1,0,0,0,0,0
221,43,0,3,4,0,0,0,0,0
59,13,0,2,4,1,1,0,0,0
137,24,28,14,8,0,0,0,0,1
142,29,0,2,4,0,1,0,0,0
24,6,0,1,0,0,0,0,0,0
38,9,0,1,1,0,1,0,0,0
42,6,0,1,2,0,0,0,0,0
24,5,0,2,6,0,0,0,0,0
157,26,0,15,9,0,0,0,0,0
47,9,0,1,1,0,0,0,0,0
41,7,0,6,0,0,0,0,0,1
122,27,2,4,13,0,0,0,0,0
126,24,0,2,7,0,0,0,0,0
26,4,0,1,0,0,0,0,0,0
114,25,0,3,4,1,0,0,0,0
7,2,0,1,1,0,0,0,0,0
34,8,0,1,2,0,1,0,0,0
157,27,18,24,6,1,0,0,1,1
92,16,0,2,8,0,1,0,0,0
90,16,0,3,3,0,1,0,0,0
22,5,0,1,0,0,0,0,0,0
85,18,0,1,6,0,0,0,0,0
63,15,0,2,3,0,0,0,0,0
220,45,0,38,9,0,1,0,0,0
41,8,0,1,1,0,0,0,0,0
60,14,4,1,3,0,1,0,0,0
88,20,1,3,4,0,1,0,0,0
31,6,0,1,1,0,0,0,0,0
37,9,0,1,1,0,0,0,0,0
28,5,0,0,1,0,1,0,0,0
24,5,0,1,3,0,0,0,0,0
117,28,1,3,1,1,0,0,0,0
22,6,0,1,0,0,0,0,0,0
210,43,0,3,2,0,0,0,0,0
50,10,0,3,8,0,0,0,0,0
49,8,0,2,2,0,0,0,0,0
87,16,0,1,2,0,0,0,0,0
61,13,0,1,2,0,0,0,0,0
141,22,13,7,7,2,0,0,0,1
54,12,0,42,1,0,0,0,0,0
28,6,0,2,0,0,0,0,0,0
49,9,0,1,6,0,0,0,0,0
53,11,0,2,9,0,0,0,0,0
145,30,0,6,13,0,1,0,0,0
162,26,23,4,13,0,0,0,0,0
53,12,0,3,3,0,0,0,0,0
12,3,2,6,0,0,0,0,0,0
142,30,2,2,4,2,1,0,0,0
73,16,0,4,10,0,0,0,0,0
129,25,0,10,11,0,0,0,0,0
33,7,0,2,4,1,0,0,0,0
47,8,0,2,7,0,0,0,0,0
72,17,0,2,3,0,0,0,0,0
147,31,0,5,5,0,1,0,0,0
107,29,1,5,2,0,0,0,0,0
41,8,0,1,1,0,0,0,0,0
23,4,0,1,4,0,0,0,0,0
149,24,22,15,4,1,0,0,2,1
104,16,0,1,8,0,0,0,0,0
45,8,0,2,6,0,1,0,0,0
26,5,0,2,1,0,0,0,0,0
37,9,0,1,0,0,0,0,0,0
150,22,13,25,6,0,0,0,0,1
132,30,3,3,7,0,1,0,0,0
63,5,0,1,10,0,0,0,0,0
108,18,0,7,7,0,0,0,0,0
93,21,0,3,0,0,0,0,0,0
43,10,0,1,2,0,1,0,0,0
46,10,0,2,7,0,0,0,0,0
56,12,0,3,3,0,0,0,0,0
37,6,0,1,4,0,1,0,0,0
124,18,0,1,7,1,1,0,0,0
158,29,19,18,6,1,0,1,0,1
38,9,0,1,1,0,0,0,0,0
53,10,0,3,7,0,0,0,0,0
31,6,0,1,3,0,0,0,0,0
224,42,0,8,9,2,0,0,0,0
156,25,22,16,4,2,1,0,0,1
24,5,0,1,1,0,1,0,0,0
24,6,0,3,0,0,0,0,0,0
52,8,0,1,2,0,1,0,0,0
48,10,0,3,2,0,0,0,0,0
28,7,0,2,1,0,0,0,0,0
43,9,0,2,2,0,1,0,0,0
49,12,0,3,3,0,1,0,0,0
26,6,0,1,2,0,0,0,0,0
58,11,0,2,2,0,0,0,0,0
17,3,0,1,3,0,0,0,0,0
26,6,1,19,1,0,0,0,0,0
127,26,0,25,9,3,0,0,0,0
103,22,3,79,0,0,0,0,0,0
157,33,0,5,11,0,4,0,0,0
34,6,0,1,1,0,0,0,0,0
128,22,0,1,11,0,0,0,0,0
155,28,0,14,11,0,0,0,0,0
51,10,0,2,2,0,0,0,0,0
60,13,0,1,1,0,0,0,0,0
30,6,0,2,2,0,0,0,0,0
41,7,0,1,3,0,1,0,0,0
103,24,1,3,4,2,1,0,0,0
101,19,17,9,3,0,0,0,0,1
18,4,0,1,3,0,0,0,0,0
112,19,2,3,6,1,0,0,0,0
104,23,10,27,6,2,0,0,0,1
78,18,1,3,3,1,1,0,0,0
135,25,11,14,3,1,0,0,0,1
41,8,1,2,1,0,1,0,0,0
46,11,1,1,1,0,1,0,0,0
136,25,0,3,3,2,0,0,0,0
46,6,0,1,1,0,0,0,0,0
157,35,3,114,6,1,1,0,0,0
24,5,0,2,2,0,0,0,0,0
17,4,0,1,1,0,0,0,0,0
20,5,3,2,2,0,1,0,0,0
84,16,0,3,5,0,1,0,0,0
153,31,15,58,8,0,1,0,1,1
63,7,0,1,5,0,0,0,0,0
155,30,1,1,4,0,0,0,0,0
122,26,0,5,5,1,0,0,0,0
143,26,5,21,5,1,0,1,0,1
50,10,0,2,3,0,0,0,0,0
25,6,1,1,1,0,0,0,0,0
44,10,0,2,2,0,0,0,0,0
65,16,0,2,3,0,0,0,0,0
134,25,17,19,3,1,1,0,0,1
21,3,0,1,3,0,0,0,0,0
47,9,0,1,2,0,0,0,0,0
157,27,18,24,6,1,0,0,1,1
90,18,5,13,3,1,0,0,0,1
135,25,0,4,4,0,0,0,0,0
39,9,0,1,0,0,0,0,0,0
83,17,0,6,6,0,0,0,0,0
44,7,0,2,2,0,0,0,0,0
28,5,0,1,1,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0
67,13,1,8,3,0,0,0,0,0
67,15,0,2,1,0,0,0,0,0
33,8,0,1,1,0,1,0,0,0
24,5,0,1,3,0,0,0,0,0
119,26,0,1,3,3,0,0,0,0
910,171,0,12,22,0,0,0,0,0
158,35,3,16,10,0,0,0,0,0
35,7,0,1,2,1,0,0,0,0
24,5,0,8,0,0,0,0,0,0
153,25,28,13,10,1,0,0,1,1
53,8,0,8,5,0,0,0,0,0
146,24,24,21,3,1,0,0,1,1
72,15,0,2,2,0,0,0,0,0
19,4,0,1,1,0,1,0,0,0
188,37,0,5,7,0,0,0,0,0
71,17,0,3,5,0,0,0,0,0
23,3,0,1,2,0,0,0,0,0
142,26,9,10,3,0,1,0,1,1
160,29,0,5,9,0,0,0,0,0
73,15,0,8,3,2,1,0,0,0
106,21,0,4,4,0,2,0,0,0
80,17,0,2,1,0,0,0,0,0
105,19,0,2,5,0,0,0,0,0
43,10,0,3,6,0,0,0,0,0
68,14,1,2,4,0,0,0,0,0
159,25,2,4,7,1,0,1,0,1
32,7,0,1,1,0,0,0,0,0
159,35,0,7,13,0,2,0,0,0
140,28,0,2,1,0,0,0,0,0
101,22,0,4,7,0,0,0,0,0
31,4,0,1,7,0,0,0,0,0
23,5,0,1,0,0,0,0,0,0
58,12,1,1,2,0,1,0,0,0
37,8,0,1,0,0,0,0,0,0
61,15,0,3,3,0,1,0,0,0
60,10,0,1,5,0,0,0,0,0
54,10,0,1,1,0,0,0,0,0
69,14,0,3,5,0,2,0,0,0
70,11,27,3,5,1,0,0,1,1
72,17,2,1,2,0,0,0,0,0
156,27,22,31,6,1,1,0,0,1
40,6,0,1,2,0,2,0,0,0
153,29,17,5,0,0,0,0,0,1
36,5,0,1,5,0,0,0,0,0
35,6,0,2,2,1,1,0,0,0
34,7,1,1,3,0,0,0,0,0
156,30,15,7,6,1,0,1,0,1
78,16,0,3,3,0,0,0,0,0
121,23,0,4,16,2,0,0,0,0
105,19,12,9,5,0,0,0,1,1
64,11,0,1,2,0,0,0,0,0
25,5,0,1,3,0,1,0,0,0
22,4,0,2,2,0,0,0,0,0
35,6,0,2,2,1,1,0,0,0
156,32,1,11,13,2,0,0,0,0
58,13,1,2,3,0,1,0,0,0
31,8,0,2,0,0,0,0,0,0
120,19,12,8,4,0,0,0,0,1
24,6,0,4,3,0,0,0,0,0
17,4,0,1,2,0,1,0,0,0
152,21,0,10,9,0,0,0,0,0
41,7,0,1,3,0,1,0,0,0
158,28,16,20,13,1,0,0,0,1
80,17,0,2,2,0,2,0,0,0
85,18,0,2,3,0,0,0,0,0
115,25,1,5,13,0,1,0,0,0
115,18,16,8,3,1,0,0,0,1
25,7,0,2,7,0,1,0,0,0
45,10,0,2,5,0,1,0,0,0
70,13,0,3,7,1,0,0,0,0
22,6,0,1,0,0,0,0,0,0
43,9,0,1,3,0,1,0,0,0
22,4,0,2,2,0,0,0,0,0
22,5,0,1,3,0,0,0,0,0
140,30,17,6,9,0,1,0,1,1
72,15,0,2,2,0,1,0,0,0
91,18,0,2,2,0,0,0,0,0
70,14,0,4,6,0,0,0,0,0
140,26,0,4,5,0,0,0,0,0
31,5,0,2,7,1,0,0,0,0
52,9,4,2,6,0,0,0,0,0
40,8,0,1,0,0,0,0,0,0
23,6,0,2,1,0,0,0,0,0
155,28,25,10,6,0,0,0,0,1
145,27,0,20,14,1,0,0,0,0
54,9,0,3,2,0,0,0,0,0
43,11,0,2,1,0,0,0,0,0
30,7,0,1,0,0,0,0,0,0
39,8,0,2,2,1,0,0,0,0
71,18,0,2,4,0,0,0,0,0
146,31,1,7,4,0,0,0,0,0
73,14,0,1,1,0,0,0,0,0
159,32,8,17,10,2,1,0,0,1
23,4,0,1,1,1,0,0,0,0
26,7,0,1,2,0,1,0,0,0
59,12,1,2,2,1,0,0,0,0
150,33,2,4,7,0,1,0,0,0
166,38,2,6,3,0,1,0,0,0
26,7,0,1,2,0,0,0,0,0
66,12,0,1,3,0,0,0,0,0
35,8,0,1,1,0,0,0,0,0
26,4,0,1,3,0,0,0,0,0
26,5,0,1,1,0,1,0,0,0
49,10,0,1,6,0,0,0,0,0
38,9,0,1,1,0,1,0,0,0
36,8,0,2,2,0,1,0,0,0
18,3,0,1,2,0,0,0,0,0
48,8,0,2,7,0,0,0,0,0
68,15,0,1,2,0,0,0,0,0
73,11,0,1,3,0,0,0,0,0
49,11,0,3,1,0,0,0,0,0
13,2,0,1,4,0,0,0,0,0
63,14,0,2,2,0,0,0,0,0
133,27,0,2,3,0,0,0,0,0
155,30,18,15,8,2,0,0,1,1
13,3,0,2,6,0,0,0,0,0
49,8,12,2,1,0,0,0,0,1
74,15,0,2,2,0,0,0,0,0
48,11,0,2,2,0,0,0,0,0
138,31,1,2,5,0,1,0,0,0
164,22,0,17,25,0,0,0,0,0
40,6,0,1,3,0,0,0,0,0
20,5,0,1,0,0,0,0,0,0
61,12,1,1,2,0,0,0,0,0
61,10,0,2,3,0,0,0,0,0
147,26,19,16,8,0,0,1,2,1
130,25,0,3,3,1,0,0,0,0
148,29,10,14,8,1,0,0,0,1
37,9,0,1,3,0,0,0,0,0
31,6,0,1,0,0,0,0,0,0
27,7,0,1,1,0,0,0,0,0
41,8,1,1,2,0,1,0,0,0
49,12,0,1,0,0,0,0,0,0
52,11,0,2,2,0,1,0,0,0
124,25,0,4,6,2,0,0,0,0
63,13,0,2,3,1,0,0,0,0
85,15,0,2,6,0,1,0,0,0
50,8,12,2,2,0,0,0,0,1
70,15,0,1,1,0,0,0,0,0
55,8,0,1,8,0,1,0,0,0
119,25,1,4,5,0,0,0,0,0
143,31,14,14,7,2,0,0,0,1
22,4,0,1,1,0,0,0,0,0
43,9,0,2,2,0,0,0,0,0
46,8,0,1,0,0,0,0,0,0
146,27,20,3,4,0,0,0,1,1
75,14,1,1,3,0,0,0,0,0
159,23,15,21,3,0,0,1,0,1
43,8,0,2,2,0,1,0,0,0
123,21,21,15,6,0,0,1,1,1
31,7,0,2,3,0,0,0,0,0
76,15,0,1,7,0,0,0,0,0
51,13,0,0,4,0,0,0,0,0
27,5,1,0,2,0,0,0,0,0
34,7,0,2,3,0,0,0,0,0
125,21,3,1,8,1,0,0,0,0
136,26,9,11,12,0,1,0,0,0
24,5,0,1,1,0,1,0,0,0
33,9,0,1,1,0,1,0,0,0
63,11,0,1,2,1,0,0,0,0
96,19,0,3,3,0,0,0,0,0
53,14,1,4,3,1,1,0,0,0
59,12,0,1,4,0,1,0,0,0
52,10,0,2,0,0,0,0,0,0
45,10,0,2,5,0,0,0,0,0
34,7,1,2,4,0,1,0,0,0
53,10,0,1,0,0,0,0,0,0
110,21,2,4,6,3,0,0,0,0
60,13,0,3,3,0,1,0,0,0
152,27,4,114,7,2,0,0,0,0
55,11,0,2,5,0,0,0,0,0
84,15,0,15,2,0,0,0,0,0
81,13,11,5,0,0,0,0,0,1
87,20,0,1,0,0,0,0,0,0
83,17,0,2,6,0,0,0,0,0
26,5,0,1,1,0,1,0,0,0
58,12,0,2,2,0,0,0,0,0
46,9,0,1,6,0,0,0,0,0
43,10,0,2,2,0,0,0,0,0
24,5,0,2,2,0,0,0,0,0
97,18,0,8,1,0,0,0,0,0
70,14,0,3,5,0,0,0,0,0
179,35,0,6,8,2,0,0,0,0
120,20,27,3,7,0,0,0,0,1
54,11,0,3,5,0,0,0,0,0
26,7,0,1,0,0,0,0,0,0
156,19,1,3,6,1,0,0,0,0
123,24,2,3,3,0,1,0,0,0
48,8,0,39,2,0,0,0,0,0
147,27,20,28,3,0,1,0,1,1
40,8,0,2,3,0,0,0,0,0
81,19,0,1,3,0,0,0,0,0
116,26,0,1,0,0,0,0,0,0
5,1,0,1,3,0,0,0,0,0
66,12,5,4,5,0,0,0,0,1
81,18,0,3,4,0,0,0,0,0
20,6,1,1,1,0,1,0,0,0
13,3,0,1,3,0,0,0,0,0
37,8,0,1,0,0,0,0,0,0
66,17,3,4,4,0,0,0,0,0
69,15,2,2,4,0,1,0,0,0
55,13,0,2,1,0,0,0,0,0
45,9,0,2,2,0,1,0,0,0
159,32,0,16,15,3,0,0,0,0
25,5,0,2,2,0,0,0,0,0
28,6,0,1,3,0,0,0,0,0
40,7,0,1,1,0,0,0,0,0
156,31,0,3,3,0,0,0,0,0
138,33,0,4,4,0,3,0,0,0
24,6,0,1,1,1,0,0,0,0
70,12,8,4,10,0,0,0,2,0
61,14,2,2,7,0,0,0,0,0
86,17,0,2,3,1,1,0,0,0
174,35,0,4,3,0,0,0,0,0
48,8,0,2,6,0,0,0,0,0
48,10,0,2,2,0,1,0,0,0
25,6,0,19,1,0,0,0,0,0
54,10,0,2,2,1,0,0,0,0
38,10,1,3,3,0,2,0,0,0
46,10,0,1,2,0,0,0,0,0
64,12,0,2,3,0,1,0,0,0
133,23,0,2,1,0,0,0,0,0
36,8,0,2,3,0,0,0,0,0
132,31,3,96,3,0,0,0,0,0
51,11,0,2,1,0,0,0,0,0
48,8,0,2,3,1,0,0,0,0
62,10,0,1,2,0,0,0,0,0
162,23,15,2,9,2,1,0,0,1
155,28,6,7,7,0,0,1,0,1
48,11,0,3,4,0,0,0,0,0
39,9,0,2,4,2,0,0,0,0
103,23,0,3,6,0,0,0,0,0
83,20,0,3,3,0,0,0,0,0
84,19,1,4,3,1,1,0,0,0
39,8,0,1,1,0,1,0,0,0
122,25,1,3,5,0,0,0,0,0
154,30,2,6,11,0,0,0,0,0
36,7,0,2,1,0,0,0,0,0
140,26,2,11,7,1,0,0,0,1
5,1,0,1,3,0,0,0,0,0
30,6,0,2,1,0,0,0,0,0
57,11,0,2,3,0,1,0,0,0
54,10,0,2,5,0,1,0,0,0
34,7,0,1,5,0,1,0,0,0
85,19,4,3,3,0,1,0,0,0
139,29,1,3,5,0,0,0,0,0
35,7,0,1,1,0,0,0,0,0
31,6,0,1,2,0,0,0,0,0
126,26,11,13,9,1,1,0,1,1
48,11,1,2,2,0,0,0,0,0
94,21,0,1,1,0,0,0,0,0
27,6,0,2,2,0,0,0,0,0
28,6,0,2,0,0,0,0,0,0
41,8,0,3,8,0,0,0,0,0
42,8,0,3,10,0,0,0,0,0
150,35,0,7,6,2,1,0,0,0
162,29,0,10,9,0,0,0,0,0
82,18,1,2,2,0,0,0,0,0
45,10,0,2,5,0,1,0,0,0
56,11,0,3,3,0,1,0,0,0
41,6,0,1,4,0,0,0,0,0
23,5,0,1,1,0,0,0,0,0
112,22,1,3,2,0,0,0,0,0
38,7,0,2,1,0,0,0,0,0
160,33,0,4,9,0,0,0,0,0
32,4,0,2,0,0,0,0,0,0
47,9,0,1,0,0,0,0,0,0
82,18,0,4,2,0,1,0,0,0
25,5,0,1,1,0,0,0,0,0
51,9,0,2,3,0,1,0,0,0
155,26,21,18,8,2,0,0,1,1
21,4,0,1,3,0,0,0,0,0
30,6,0,1,1,0,1,0,0,0
121,25,1,28,6,0,0,0,0,0
53,9,0,2,3,0,0,0,0,0
84,20,1,4,6,2,1,0,0,0
24,5,0,1,0,0,0,0,0,0
81,16,0,1,0,0,0,0,0,0
152,32,0,4,4,1,2,0,0,0
131,26,1,2,3,0,1,0,0,0
327,63,1,3,28,0,0,0,0,0
49,10,0,1,0,0,0,0,0,0
65,13,1,3,3,0,3,0,0,0
29,6,0,1,1,0,1,0,0,0
207,42,0,4,6,0,0,0,0,0
114,24,0,4,6,0,1,0,0,0
101,19,23,29,3,0,0,0,0,1
49,11,2,2,1,0,0,0,0,0
108,20,0,1,6,0,0,0,0,0
36,6,0,2,5,1,0,0,0,0
32,6,0,1,1,0,0,0,0,0
50,10,0,3,2,0,0,0,0,0
80,19,0,1,3,0,1,0,0,0
141,24,5,8,18,0,0,0,0,0
151,27,25,7,11,0,0,0,0,1
154,22,31,31,12,2,0,1,1,1
23,4,0,1,1,0,0,0,0,0
40,8,0,1,0,0,0,0,0,0
159,24,17,13,6,0,0,0,0,1
25,5,0,1,3,0,0,0,0,0
143,31,14,14,7,2,0,0,0,1
22,7,0,0,0,0,0,0,0,0
153,29,0,3,11,1,0,0,0,0
72,18,0,1,0,0,0,0,0,0
203,32,0,1,9,0,0,0,0,0
324,79,1,23,38,1,4,0,0,0
115,23,0,3,5,0,1,0,0,0
27,7,1,1,1,0,0,0,0,0
139,29,1,3,4,2,0,0,0,0
46,10,0,1,2,0,0,0,0,0
115,24,1,3,9,0,0,0,0,0
155,36,0,5,6,0,4,0,0,0
